headliner,support,year,date,time,ticket_price,
Detroit Swindle,Shawn Q,2015,Friday Mar 27,10:00 PM,"			 $10.00       ",
Gui Boratto,"Chadwick, Jandro",2015,Thursday Mar 26,9:00 PM,"			 $20       ",
Goldfish,"Eno, YPSET",2015,Wednesday Mar 25,9:00 PM,"			 $20.00       ",
Ibeyi,Flo Morrissey,2015,Tuesday Mar 24,7:00 PM,"			 $15       ",
Claptone,"Beautiful Swimmers, Ken Lazee",2015,Saturday Mar 21,10:00 PM,"			 $15.00       ",
Chris Lake,Will Eastman,2015,Friday Mar 20,10:00 PM,"			 $15.00       ",
Jimmy Edgar,"Tittsworth, DJ Lisa Frank",2015,Thursday Mar 19,10:30 PM,"			 $10.00       ",
Kindness,Pell,2015,Thursday Mar 19,7:00 PM,"			 $15       ",
Moombahton Massive + Fort Knox Five,,2015,Wednesday Mar 18,10:00 PM,"			 $10.00       ",
Dubfire (Open to close set),,2015,Sunday Mar 15,10:00 PM,"			 $12.00       ",
Lido,"Alex Young, Louie Lastic, Keylow",2015,Saturday Mar 14,11:00 PM,"			 $10.00       ",
U.S. Royalty,"Pleasure Curses, Made Violent",2015,Saturday Mar 14,6:00 PM,"			 $18       ",
Tensnake with Special Guest Flight Facilities (DJ Set),"Juan Zapata, Charles Martin",2015,Friday Mar 13,10:00 PM,"			 $15.00       ",
Flight Facilities (at 9:30 Club),Feed Me Disco with Eau Claire,2015,Friday Mar 13,10:00 PM,"			 $25       ",
Karl Kling (DJ Set) + Magic Man (DJ Set),,2015,Thursday Mar 12,10:00 PM,"			 Free       ",
The M Machine,"Massacat, LUSH, Tre Justice vs. Kid Fratello",2015,Wednesday Mar 11,10:30 PM,"			 $15.00       ",
Hermitude,Seez Mics,2015,Wednesday Mar 11,7:00 PM,"			 $18       ",
Pete Rock & Slum Village,HANiF,2015,Tuesday Mar 10,7:00 PM,"			 $25       ",
Beardyman,"DJ 2rip, Proxxy & Lantern",2015,Sunday Mar 8,9:00 PM,"			 $15.00       ",
Eats Everything,Nadastrom,2015,Saturday Mar 7,10:00 PM,"			 $15.00       ",
George FitzGerald & Leon Vynehall,Philip Goyette,2015,Friday Mar 6,10:30 PM,"			 $12.00       ",
Hundred Waters,"Mitski, Soft Cat",2015,Friday Mar 6,7:00 PM,"			 $15       ",
French Horn Rebellion,,2015,Thursday Mar 5,7:00 PM,"			 $15       ",
Sweater Beats,"Kastle, Manila Killa",2015,Wednesday Mar 4,10:00 PM,"			 $10.00 - $12.00       ",
"Animal Collective (Geologist, Deakin DJ Set)",Nightbird (John of U.S. Royalty),2015,Tuesday Mar 3,10:00 PM,"			 $10.00       ",
MJ Cole,"Brother Pinch, Jett Chandon, Omnibud, Tarik Evolve, MC Twisty",2015,Sunday Mar 1,9:00 PM,"			 $10.00       ",
"BLISS with Will Eastman, Eau Claire and Philco",,2015,Saturday Feb 28,10:00 PM,"			 $10.00       ",
Sharam,"Sarah Myers, Rosenberg",2015,Friday Feb 27,10:30 PM,"			 $12.00       ",
Wolf Alice,Trunkweed,2015,Friday Feb 27,7:00 PM,"			 $15       ",
Krafty Kuts,"Proxxy & Lantern, Crimson Raiders, Unknown DJ, Christian Dope",2015,Thursday Feb 26,10:00 PM,"			 $10.00       ",
MK,"Beckwith, DJ Nav",2015,Wednesday Feb 25,10:00 PM,"			 $15.00       ",
OCD: Moosh & Twist,"Ground Up, Witt Lowry",2015,Wednesday Feb 25,7:00 PM,"			 $15       ",
Kyle Kinane,John F. Oâ€™Donnell,2015,Tuesday Feb 24,10:00 PM,"			 $18       ",
Kyle Kinane,John F. Oâ€™Donnell,2015,Tuesday Feb 24,7:30 PM,"			 $18       ",
Brenmar,"Mista Selecta, Mane Squeeze",2015,Sunday Feb 22,10:00 PM,"			 $8.00       ",
Alvin Risk,"Brian Billion, Buster, The Lothario vs Jackson Kachor",2015,Saturday Feb 21,10:00 PM,"			 $10.00 - $15.00       ",
Treasure Fingers,"Martin Roth, Ozker",2015,Friday Feb 20,10:30 PM,"			 $10.00       ",
Young Summer,"Ploy, Pleasure Curses",2015,Friday Feb 20,7:00 PM,"			 $15       ",
Chocolate Puma,"Seba Yuri, Brad Piff",2015,Thursday Feb 19,10:00 PM,"			 $10.00       ",
Nightmares on Wax (DJ Set),All Good Funk Alliance,2015,Wednesday Feb 18,10:30 PM,"			 $12.00       ",
Francisco The Man,"Jackson Scott, Raindeer",2015,Wednesday Feb 18,7:00 PM,"			 $15       ",
DC Loves Dilla,,2015,Sunday Feb 15,10:30 PM,"			 $10.00       ",
Theophilus London,Father,2015,Sunday Feb 15,6:30 PM,"			 $26       ",
Thomas Jack,"Sam Feldt, Tommy Cornelis",2015,Saturday Feb 14,10:30 PM,"			 $10.00       ",
Doomtree,"Open Mike Eagle, Seez Mics",2015,Saturday Feb 14,6:30 PM,"			 $16       ",
James Zabiela,"DJ Lisa Frank, Sumner",2015,Friday Feb 13,10:30 PM,"			 $15.00       ",
JMSN,"Rochelle Jordan, Abhi//Dijon",2015,Friday Feb 13,6:00 PM,"			 $15       ",
Chris McClenney,"Kidd Marvel, Mane Squeeze, Ayes Cold, Native Sun",2015,Thursday Feb 12,10:00 PM,"			 Free before 11:30pm with RSVP, $5 after       ",
"Animal Collective (Deakin, Geologist & Avey Tare DJ Set)",Nightbird (John of U.S. Royalty),2015,Sunday Feb 8,10:00 PM,"			 $10.00       ",
Autograf & Zimmer,Feed Me Disco with Eau Claire,2015,Saturday Feb 7,10:30 PM,"			 $10.00       ",
The Project,"His Dream Of Lions, Sub Radio Standard",2015,Saturday Feb 7,6:30 PM,"			 $15       ",
Mark Farina,"Karina, Benoit Benoit",2015,Friday Feb 6,10:00 PM,"			 $15.00       ",
Viceroy (at 9:30 Club),"Phantoms, Will Eastman",2015,Thursday Feb 5,9:00 PM,"			 $15       ",
DJ Sliink,"Enferno, James Nasty",2015,Wednesday Feb 4,10:00 PM,"			 $10.00       ",
Konkrete Jungle with Logistics,"Render One, The Bass Avengers, Lady Shah",2015,Sunday Feb 1,9:00 PM,"			 $10.00 - $15.00       ",
Gigamesh,"Slaptop, Lightwaves",2015,Saturday Jan 31,10:00 PM,"			 $10.00       ",
DJ Tennis (Extended Set),Chris Nitti,2015,Friday Jan 30,10:00 PM,"			 $10.00       ",
Red Bull Thre3style Washington DC Qualifier,,2015,Thursday Jan 29,9:00 PM,"			 Free with RSVP       ",
Giraffage,"Spazzkid, Dirty Chocolate",2015,Wednesday Jan 28,10:00 PM,"			 $15.00       ",
Baby Bry Bry & The Apologists,"BRNDA, What Moon Things, The Sea Life",2015,Sunday Jan 25,7:00 PM,"			 $15       ",
"BLISS with Will Eastman, Jackson Ryland, & Cosby",,2015,Saturday Jan 24,10:00 PM,"			 $10.00       ",
Nick Hakim,Big Thief,2015,Saturday Jan 24,7:00 PM,"			 $15       ",
Dennis Ferrer,"Chris Burns, Sami Y.",2015,Friday Jan 23,10:00 PM,"			 $15.00       ",
Hamilton Leithauser,Bully,2015,Friday Jan 23,7:00 PM,"			 $18       ",
SoySauce Sushi Party,"Sushi Killer b2b Shawn Wasabi, Jai Wolf",2015,Thursday Jan 22,10:00 PM,"			 $15       ",
Goldfish (at Rams Head Live),"Soohan, Mr. Bonkerz",2015,Thursday Jan 22,8:00 PM,"			 $15.00       ",
Kolsch,"Wave Age, Presa",2015,Wednesday Jan 21,9:00 PM,"			 $10.00       ",
Funk 4 The Dream with Afrika Bambaataa,"Cosmo Baker, Fort Knox Five, All Good Funk Alliance",2015,Sunday Jan 18,9:00 PM,"			 $10.00       ",
REV909: Daft Punk/French House tribute and Indie Dance classics,"Will Eastman, Ozker",2015,Saturday Jan 17,10:00 PM,"			 $10.00       ",
Boris,"Zenbi, Seba Yuri",2015,Friday Jan 16,10:00 PM,"			 $10.00       ",
Destructo,"Anna Lunoe & Motez, T.Williams",2015,Thursday Jan 15,10:30 PM,"			 $15.00       ",
Kawehi,Alicia Rae,2015,Thursday Jan 15,7:00 PM,"			 $18       ",
Anamanaguchi,"Maxo, Basscamp (DJ)",2015,Wednesday Jan 14,8:00 PM,"			 $15       ",
Solomun,"Juan Zapata, Philip Goyette",2015,Saturday Jan 10,10:00 PM,"			 $20.00       ",
The Knocks (DJ Set),"Caleb L'Etoile, Baronhawk",2015,Friday Jan 9,10:00 PM,"			 $15.00       ",
Alex Metric,Royal,2015,Thursday Jan 8,10:00 PM,"			 $15.00       ",
Glide,,2015,Monday Jan 5,9:00 PM,,
Star Slinger,"Trippy Turtle, Infuze",2015,Saturday Jan 3,10:00 PM,"			 $15.00       ",
Sam Burns,"Keenan Orr, Charles Martin",2015,Friday Jan 2,10:00 PM,"			 $10.00       ",
New Year's Eve,"Nadastrom, U Hell Halloween party with Gent & Jawns, Jen Lasher",2014,Wednesday Dec 31,10:00 PM,"			 $10.00       ",
Teedra Moses,"The Fix, DJ Chubb E Swagg",2014,Tuesday Dec 30,7:00 PM,"			 $20.00       ",
Holy Slizzatrism 2K14 Holiday Party with Iman Omari,"Ras Nebyu, Mista Selecta, DJ K-Meta",2014,Sunday Dec 28,10:00 PM,"			 $5.00 - $10.00       ",
"Bliss with special guests Juan MacLean & Nancy Whang, Ben Browning",,2014,Saturday Dec 27,10:00 PM,"			 $10.00       ",
The Morrison Brothers Band,,2014,Saturday Dec 27,7:00 PM,"			 $15       ",
Deep Sugar DC w/ Ultra NatÃ©,"Lisa Moody, Ken Lazee",2014,Friday Dec 26,10:00 PM,"			 $10.00       ",
Home for the Holidays II,"Jerome Baker III, Spinser Tracy, DJ Spicoli, DJ Excel",2014,Tuesday Dec 23,10:00 PM,"			 $5-10       ",
Native Sun,"DJ Diem, Mojo & Finn",2014,Sunday Dec 21,10:00 PM,"			 $10.00       ",
MuMu Fresh,,2014,Sunday Dec 21,7:00 PM,"			 $15.00       ",
Route 94,"Andy Grant, Cosby",2014,Saturday Dec 20,10:00 PM,"			 $10.00       ",
Raury,,2014,Saturday Dec 20,7:00 PM,"			 $15       ",
Oscar G,"Farid, Juan Zapata",2014,Friday Dec 19,10:00 PM,"			 $10.00       ",
Goldroom (DJ set),"Moullinex (DJ set), Smudge",2014,Thursday Dec 18,10:00 PM,"			 $12.00       ",
Bear Hands,"Great Good Fine Ok, Champagne Fever",2014,Thursday Dec 18,6:30 PM,"			 $12.00       ",
Flosstradamus (at 9:30 Club),"Curtis Williams w/ Two-9, Mathias",2014,Wednesday Dec 17,8:00 PM,"			 $30       ",
Flosstradamus (at 9:30 Club),"Curtis Williams w/ Two-9, DJ Money",2014,Tuesday Dec 16,8:00 PM,"			 $30       ",
Paperhaus,"performing Kraftwerk's ""Trans Europe Express"", Steven Faith",2014,Sunday Dec 14,8:00 PM,"			 $5.00       ",
J. Phlip,"Monty Luke, DJ Lisa Frank",2014,Saturday Dec 13,10:00 PM,"			 $10.00       ",
Robert DeLong,Ozker,2014,Saturday Dec 13,7:00 PM,"			 $16       ",
Carlo Lio,"Schubert, Oliver Caine",2014,Friday Dec 12,10:00 PM,"			 $10.00       ",
Dieselboy,"R4NS0M, Subversions (DJ AMP, Deinfamous & MC Twisty)",2014,Thursday Dec 11,10:00 PM,"			 $10.00       ",
Tube & Berger,"The Elders, Ozker",2014,Wednesday Dec 10,10:00 PM,"			 $10.00       ",
DanceSafe Happy Hour,"DJ Lisa Frank, Christian Dope, Seba Yuri",2014,Wednesday Dec 10,7:00 PM,"			 $5       ",
Orchard Lounge,Mr. Bonkerz,2014,Saturday Dec 6,10:00 PM,"			 $12.00       ",
The Shadowboxers,"Who Needs A Pulse, Griff's Room Band",2014,Saturday Dec 6,6:30 PM,"			 $15       ",
Max Cooper,"Chris Nitti, Navbox",2014,Friday Dec 5,10:00 PM,"			 $10.00       ",
BadBadNotGood,Ace Cosgrove,2014,Friday Dec 5,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15       ",
Pleasurekraft,RNS,2014,Thursday Dec 4,10:00 PM,"			 $15.00       ",
Les Sins,"Royal, Philip Goyette",2014,Wednesday Dec 3,9:00 PM,"			 $15.00       ",
New Build & Museum of Love,"Steven Faith, MartÃ_n Miguel",2014,Tuesday Dec 2,9:00 PM,"			 $10.00       ",
MSTRKRFT (DJ set),"Manila Killa, The Clown Prince",2014,Sunday Nov 30,10:00 PM,,
Dubbel Dutch(CANCELLED),"Total Freedom, Basscamp",2014,Saturday Nov 29,11:00 PM,"			 $10.00       ",
Keenan Orr,"Trev-ski, Opening sets from Philco, Citizen Select",2014,Saturday Nov 29,10:00 PM,"			 $10.00       ",
Kelela (CANCELLED),Junglepussy,2014,Saturday Nov 29,7:00 PM,"			 $20       ",
DJ Dan,"Baggadonuts, Buster, Ray Casil",2014,Friday Nov 28,10:00 PM,"			 $10.00       ",
The Kin,"Sophie and the Bom Boms, Pressing Strings",2014,Friday Nov 28,6:30 PM,"			 $20       ",
Moombahton Massive XL,"Nadastrom, Sabo, Jen Lasher, Billy The Gent",2014,Wednesday Nov 26,9:00 PM,"			 $10.00       ",
Home for the Holidays,,2014,Tuesday Nov 25,10:00 PM,"			 $15.00       ",
Story League ALL-STARS: Tournament 10,,2014,Monday Nov 24,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15.00       ",
GoldLink,"Abhi//Dijon, Chaz French, Louie Lastic",2014,Sunday Nov 23,7:00 PM,"			 $15       ",
"BLISS with Will Eastman, Jus Nowhere & DJ Nav",,2014,Saturday Nov 22,10:00 PM,"			 $10.00       ",
Jesse Boykins III,DJ Underdog,2014,Saturday Nov 22,7:00 PM,"			 $18.00       ",
Danny Daze,"Ken Lazee, Funkdamentalist",2014,Friday Nov 21,10:00 PM,"			 $10.00       ",
Boombox Cartel,"Des McMahon, Presa",2014,Thursday Nov 20,10:00 PM,"			 $10.00       ",
Ryan Hemsworth,"Tennyson, Ricky Eat Acid",2014,Wednesday Nov 19,9:00 PM,"			 $18.00       ",
Savant,"JELO, Rex Riot B2B Basscamp",2014,Sunday Nov 16,9:00 PM,"			 $18.00       ",
Salva,"Willy Joy, Sons of Satin",2014,Saturday Nov 15,10:00 PM,"			 $10.00       ",
Loud Boyz,"Hound, Genocide Pact",2014,Saturday Nov 15,7:00 PM,"			 $15       ",
Julian Jeweil,"Jubilee, Boss Ross",2014,Friday Nov 14,10:00 PM,"			 $10.00       ",
Lewis Watson,Alicia Rae,2014,Friday Nov 14,7:00 PM,"			 $15       ",
AlunaGeorge,,2014,Thursday Nov 13,10:00 PM,"			 $20.00       ",
GEMS,"Tei Shi, VÃ‰RITÃ‰, Flash Frequency (DJing between sets)",2014,Thursday Nov 13,8:00 PM,"			 $12.00       ",
Animal Collective Fall Residency (DJ Set),"Avey Tare, Geologist, Deakin, Nightbird (John of U.S. Royalty)",2014,Wednesday Nov 12,10:00 PM,"			 $10.00       ",
De Lux,,2014,Wednesday Nov 12,7:00 PM,"			 $15       ",
Rusko,Mathias,2014,Sunday Nov 9,10:15 PM,"			 $20.00       ",
Mark Lanegan Band,"Cobra Verde, Lyenn",2014,Sunday Nov 9,Doors: 6:00 pm / Show: 6:00 pm ,"			 $25       ",
The Magician,"Sammy Bananas, Baronhawk",2014,Saturday Nov 8,10:00 PM,"			 $15.00       ",
Kimbra,Empress Of,2014,Saturday Nov 8,7:00 PM,"			 $20       ",
Victor Calderone,"Zenbi, Wahi",2014,Friday Nov 7,10:00 PM,"			 $15.00       ",
Dirty Guv'nahs,Cereus Bright,2014,Friday Nov 7,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15       ",
Chris Malinchak,"Man & Woman, Ozker",2014,Thursday Nov 6,10:00 PM,"			 $10.00       ",
Hot Since 82,Chris Nitti,2014,Wednesday Nov 5,10:00 PM,"			 $15.00       ",
Walk The Moon,,2014,Tuesday Nov 4,7:00 PM,"			 $20       ",
This Will Destroy You,"Future Death, Silent Land Time Machine",2014,Sunday Nov 2,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15       ",
Derrick Carter,"Juan Zapata, Joe L.",2014,Saturday Nov 1,10:00 PM,"			 $12.00       ",
SOHN,Wet,2014,Saturday Nov 1,7:00 PM,"			 $15       ",
RL Grime (at 9:30 Club),"Branchez, Tommy Kruise",2014,Friday Oct 31,10:00 PM,"			 $25       ",
U Hell Halloween party with BrEaCh,Jus Nowhere B2B Philip Goyette,2014,Friday Oct 31,10:00 PM,"			 $12.00       ",
Lo Fang,,2014,Friday Oct 31,7:00 PM,"			 $15       ",
Klingande with special guest Monkey Safari,Smudge,2014,Thursday Oct 30,10:00 PM,"			 $18.00       ",
Digitalism (Live),Steven Faith,2014,Wednesday Oct 29,9:00 PM,"			 $15.00       ",
Klangkarussell (live),"Louis Futon, Opening sets from Philco",2014,Tuesday Oct 28,9:00 PM,"			 $15.00       ",
Matt Stillwell,,2014,Monday Oct 27,6:00 PM,"			 $10       ",
Goldfish,"Mr. Bonkerz, Ian Place",2014,Sunday Oct 26,9:00 PM,"			 $20.00       ",
RAC (at 9:30 Club),"Penguin Prison, SPEAK",2014,Sunday Oct 26,7:00 PM,"			 $28       ",
"BLISS with Will Eastman, DJ Lisa Frank",,2014,Saturday Oct 25,10:00 PM,"			 $10.00       ",
Just A Gent,Mystery Skulls,2014,Saturday Oct 25,7:00 PM,"			 $15       ",
Aeroplane,"Caleb L'Etoile, Brian Billion",2014,Friday Oct 24,10:30 PM,"			 $12.00       ",
Party Next Door,,2014,Friday Oct 24,7:00 PM,"			 $18       ",
Amine Edge & Dance,DJ Baronhawk,2014,Thursday Oct 23,10:00 PM,"			 $15.00       ",
Mary Lambert,Jillette Johnson,2014,Thursday Oct 23,7:00 PM,"			 $18       ",
Snakehips & STWO,"Royal, Hunt for the Breeze",2014,Wednesday Oct 22,10:00 PM,"			 $10.00       ",
Sir Michael Rocks,"Robb Banks, Ace Cosgrove, Greenspan",2014,Wednesday Oct 22,7:00 PM,"			 $15       ",
Colony House and Knox Hamilton,Cheerleader,2014,Tuesday Oct 21,7:00 PM,"			 $15       ",
Benjamin Booker,Blank Range,2014,Monday Oct 20,7:00 PM,"			 $15       ",
Daedelus,"Spazzkid, Lance Neptune",2014,Sunday Oct 19,9:00 PM,"			 $12.00       ",
Fred Falke,"Mighty Mouse, Micah Vellian",2014,Saturday Oct 18,10:00 PM,"			 $15.00       ",
Southern Culture on the Skids,Glenmont Popes,2014,Saturday Oct 18,7:00 PM,"			 $20       ",
"Apollonia (Shonky, Dyed Soundorom, Dan Ghenacia)  -- open to close set",,2014,Friday Oct 17,10:00 PM,"			 $15.00       ",
Bernhoft (CANCELLED),The Wind and The Wave,2014,Friday Oct 17,7:00 PM,"			 $20       ",
Kaytranada,"Teklun, Mathias",2014,Thursday Oct 16,10:00 PM,"			 $20.00       ",
Busdriver,"clipping., Milo, Kenny Segal",2014,Thursday Oct 16,7:00 PM,"			 $15       ",
Saint Pepsi,"Lightwaves, Kevin Bayly (Furniteur / Brett)",2014,Wednesday Oct 15,10:00 PM,"			 $5       ",
La Femme,The Sea Life,2014,Wednesday Oct 15,7:00 PM,"			 $15       ",
(CANCELLED) Taylor McFerrin,"Jahsonic, Lance Neptune",2014,Tuesday Oct 14,10:00 PM,"			 CANCELLED       ",
Beautiful Swimmers,Refugee,2014,Monday Oct 13,11:00 PM,,
Motopony,"The Family Crest, Andrew Grossman",2014,Monday Oct 13,7:00 PM,"			 $15       ",
Flying Lotus (at Lincoln Theatre),Thundercat,2014,Monday Oct 13,6:30 PM,"			 $35       ",
Wick-It The Instigator,"DJ Vadim, Fort Knox Five, Qdup",2014,Sunday Oct 12,9:00 PM,"			 $10.00       ",
Duke Dumont,"Jackson Ryland, Man & Woman",2014,Saturday Oct 11,10:00 PM,"			 $15.00       ",
Generationals,Arum Rae,2014,Saturday Oct 11,7:00 PM,"			 $15       ",
Gorgon City,"Henry Krinkle, Ozker",2014,Friday Oct 10,10:00 PM,"			 $20.00       ",
Moombahton Massive,"Nadastrom, Sabo, LocoMotive",2014,Wednesday Oct 8,9:00 PM,"			 $10-12       ",
RÃœFÃœS DU SOL,"Hermitude, Outputmessage (live), Opening sets from Philco",2014,Tuesday Oct 7,9:00 PM,"			 $15.00       ",
Hercules and Love Affair (CANCELLED),Outputmessage,2014,Tuesday Oct 7,7:00 PM,"			 $25       ",
Animal Collective Fall Residency (DJ Set),"Geologist, Deakin, Nightbird (John of U.S. Royalty)",2014,Sunday Oct 5,10:00 PM,"			 $10.00       ",
Asgeir,Low Roar,2014,Sunday Oct 5,7:00 PM,"			 $15       ",
REV909: Daft Punk/French House tribute and Indie Dance classics,"Will Eastman, Ozker",2014,Saturday Oct 4,10:00 PM,"			 $10.00       ",
Lil Dicky,DJ Omega,2014,Saturday Oct 4,7:00 PM,"			 $17       ",
KiNK (live),"Aaron Hedges, Raffi",2014,Friday Oct 3,10:00 PM,"			 $10.00       ",
We Are Scientists & Surfer Blood,Eternal Summers,2014,Friday Oct 3,Doors: 6:00 pm / Show: 6:00 pm ,"			 $20       ",
Tensnake,Beautiful Swimmers,2014,Thursday Oct 2,10:00 PM,"			 $10.00       ",
GusGus,Kiko King & Creative Maze,2014,Thursday Oct 2,6:30 PM,"			 $25       ",
Augustines,The Bots,2014,Wednesday Oct 1,7:00 PM,"			 $15       ",
ODESZA,Ambassadeurs,2014,Tuesday Sep 30,10:00 PM,"			 $15.00       ",
ODESZA,Ambassadeurs,2014,Tuesday Sep 30,7:00 PM,"			 $15.00       ",
Kiesza,Mixtape,2014,Monday Sep 29,7:00 PM,"			 $20       ",
Phaeleh,"Julez, Jett Chandon",2014,Sunday Sep 28,9:00 PM,"			 $10.00       ",
Lane 8,"Lancelot, Caleb L'Etoile",2014,Saturday Sep 27,10:00 PM,"			 $10.00       ",
Paloma Faith,Liam Bailey,2014,Saturday Sep 27,6:30 PM,"			 $15-20       ",
Bonobo (DJ Set - at 9:30 Club),Jim-E Stack,2014,Friday Sep 26,10:30 PM,"			 $20       ",
Waze & Odyssey,"Sam Burns, Eau Claire & Philco, Andy Grant",2014,Friday Sep 26,10:00 PM,"			 $10.00       ",
Sondre Lerche,TEEN,2014,Friday Sep 26,7:00 PM,"			 $15       ",
Gent & Jawns,"AO Beats, Manila Killa",2014,Thursday Sep 25,10:00 PM,"			 $5.00 - $10.00       ",
Stick Figure,"Pacific Dub, Hirie",2014,Thursday Sep 25,6:00 PM,"			 $15       ",
Bliss 14 Year Anniversary: Will Eastman 6 hour set,,2014,Saturday Sep 20,10:00 PM,"			 $5-$10       ",
How To Dress Well,Nite Jewel,2014,Saturday Sep 20,7:00 PM,"			 $15       ",
Wolf + Lamb & Nick Monaco (Live),Life on Planets,2014,Friday Sep 19,10:00 PM,"			 $10.00       ",
Rubblebucket,Body Language,2014,Friday Sep 19,7:00 PM,"			 $18       ",
Simian Mobile Disco performing Whorl,"Protect-U (Live), Sami Y.",2014,Thursday Sep 18,9:00 PM,"			 $20.00       ",
Hyperdub Tour,"Kode9, DJ Spinn, Scratcha DVA, Refugee",2014,Wednesday Sep 17,9:00 PM,"			 $12.00       ",
Dub FX,"Thunderball, Rex Riddem of Nappy Riddem",2014,Tuesday Sep 16,9:00 PM,"			 $15.00       ",
Madchester Monday,"Steven Faith, Alex Tebeleff (of Paperhaus)",2014,Monday Sep 15,7:00 PM,"			 $0-5       ",
Bomba Estereo,Maracuyeah,2014,Sunday Sep 14,8:00 PM,"			 $22-25       ",
Holy Ghost! (DJ Set),DJ Baronhawk,2014,Saturday Sep 13,10:00 PM,"			 $15.00       ",
Autograf,"Hotel Garuda, Feed Me Disco with Eau Claire",2014,Friday Sep 12,10:00 PM,"			 $10.00       ",
Reptar,New Madrid,2014,Thursday Sep 11,8:00 PM,"			 $12.00       ",
Tiger & Woods,Enea & Ozker,2014,Wednesday Sep 10,10:00 PM,"			 $10.00       ",
The Weeks,Brave Baby,2014,Wednesday Sep 10,Doors: 7:00 pm / Show: 7:00 pm ,"			 $15       ",
Sir Sly & Wolf Gang,Secret Someones,2014,Monday Sep 8,7:00 PM,"			 $15       ",
Rudimental (DJ Set),"My Nu Leng, Harry Ransom",2014,Sunday Sep 7,10:00 PM,"			 $15.00       ",
Bit Funk,"Zimmer, Body Jam DJs (Sean P & Mike T)",2014,Saturday Sep 6,10:00 PM,"			 $10.00       ",
Jamie xx (at 9:30 Club),Mattis (Hivern Discs),2014,Friday Sep 5,10:00 PM,"			 $20       ",
Lee Foss,"Charles Martin, Mr. Bonkerz",2014,Friday Sep 5,10:00 PM,"			 $15.00       ",
#andparty,"I.V., Beltway Banditz, Sumner, Tropixxx",2014,Thursday Sep 4,10:00 PM,"			 $5.00       ",
Heffron Drive,Ariana and the Rose,2014,Thursday Sep 4,7:00 PM,"			 $25       ",
Lone,"Konx-om-Pax, Philip Goyette",2014,Wednesday Sep 3,9:00 PM,"			 $12.00       ",
Optical,"Slant, Julez, Ken Lazee",2014,Sunday Aug 31,10:00 PM,"			 $10.00       ",
Juan MacLean (DJ Set),Chris Burns,2014,Saturday Aug 30,10:00 PM,"			 $10.00       ",
Beautiful Swimmers,"Steve Summers (live), 1432R DJs (aLamont and Jane Junior)",2014,Friday Aug 29,10:00 PM,"			 $10.00       ",
Martin Flex,"Proxxy & Lantern, 2rip, Malphunktion, DJ Obscure",2014,Thursday Aug 28,9:00 PM,"			 $5.00       ",
Kill Paris,"RaceCarBed, Sumner",2014,Wednesday Aug 27,10:00 PM,"			 $15.00       ",
Icicle,"Phil Discord, Coastill, Globb",2014,Sunday Aug 24,10:00 PM,"			 $5.00 - $15.00       ",
Bliss with Special Guest option4,Will Eastman,2014,Saturday Aug 23,10:00 PM,"			 $10.00       ",
ROAM V,"DJ Lisa Frank, Chris Nitti, Sami Y., DJ Nav, Taiga",2014,Friday Aug 22,10:00 PM,"			 $10.00       ",
